0;62.00;0.27
1;5156.00;1.02
1001;14.00;1.58
1002;3.00;1.38
dealply.com;39.00;0.84
tutnedorogo.ru;683.00;1.59
alawarcat-partner;13.00;3.03
nevosoftcat-partner;1.00;10.00
installmonetizer-partner;7.00;1.45
projectorman.ru;2.00;6.90
myplay-partner;1.00;0.40
skype-partner;2.00;4.17
123456;0.00;0.00
1234567;0.00;0.00
124391;0.00;0.00
aimp-rev;0.00;0.00
aimp-rev;7.00;1.75
sadovniki.by;3.00;0.66
runashop.com;7.00;0.73
moco-custom;0.00;0.00
priceok.ru;0.00;0.00
74.ru;263.00;1.17
13;8878.00;4.32
ru.buy.net;43.00;1.47
borpas-partner;0.00;0.00
borpas-partner;3.00;1.20
vksaver-rev;22.00;2.68
ixbt.com;55.00;0.91
lg-partner;0.00;0.00
socialmart.ru;7.00;0.90
mingas.ru;0.00;0.00
3dnews.ru;25.00;0.94
allnokia.ru;9.00;1.03
shopsave.ru;263.00;1.51
shopsave.ru;14.00;0.70
sidex.ru;1188.00;2.10
mobile-review.com;16.00;0.65
ya-self-distribution;0.00;0.00
partprice.ru;5.00;0.94
samsung-fun.ru;2.00;0.17
do.ngs.ru;2.00;0.21
ya-self-distribution;0.00;0.00
cowon-partner;2.00;10.53
notebook-center.ru;27.00;0.52
141131;1.00;0.05
lovivk-partner;0.00;0.00
notebook-center.ru;0.00;0.00
promo.socialmart.ru;306.00;2.23
141904;0.00;0.00
142546;43.00;3.16
pricevector.ru;545.00;1.58
chemax-rev-partner;0.00;0.00
vkontaktedj-partner;1.00;1.37
goon.ru;1.00;4.17
143856;11.00;1.76
www.sotovik.ru;8.00;1.73
144272;9.00;0.73
144375;0.00;0.00
145509;13.00;1.41
146277;0.00;0.00
146278;22.00;1.25
146590;184.00;0.83
146968;34.00;1.07
147026;0.00;0.00
147119;13.00;1.06
147174;631.00;1.77
147321;64.00;1.51
147571;0.00;0.00
147797;45.00;1.83
147821;67.00;1.31
148010;4.00;0.92
148056;1.00;0.18
148341;0.00;0.00
148525;180.00;0.48
148861;7.00;0.89
148862;129.00;1.80
149010;192.00;1.40
hamstersoft-partner;0.00;0.00
149288;0.00;0.00
149429;131.00;3.66
149516;0.00;0.00
149528;93.00;0.30
149543;58.00;0.52
149859;93.00;0.81
149976;3.00;0.65
149977;2.00;0.41
150185;1.00;7.14
150215;0.00;0.00
150289;4.00;0.38
150522;27.00;1.17
150644;619.00;1.29
150705;0.00;0.00
151198;37.00;7.77
explay-partner;0.00;0.00
151327;0.00;0.00
151328;0.00;0.00
151437;2.00;0.48
151559;0.00;0.00
152105;2.00;0.11
152106;6.00;2.26
152107;0.00;0.00
152108;49.00;1.08
152109;41.00;0.64
152110;44.00;0.77
152118;0.00;0.00
152127;0.00;0.00
152135;0.00;0.00
152428;13.00;0.51
152527;6.00;4.20
152528;2.00;2.15
152543;28.00;3.48
152586;18.00;0.94
152593;759.00;1.02
152623;1.00;2.50
152624;1.00;4.55
153078;2.00;6.25
153079;0.00;0.00
153080;0.00;0.00
153081;4.00;2.22
153082;0.00;0.00
153083;0.00;0.00
153350;30.00;0.30
lovivk-partner;0.00;0.00
153409;31.00;0.16
153472;18.00;0.30
153486;9.00;1.04
softclub-partner;11.00;0.34
softclub-partner;23.00;0.47
softclub-partner;20.00;0.61
softclub-partner;43.00;1.05
153523;0.00;0.00
153524;12.00;0.92
153526;1.00;0.03
153527;18.00;0.52
153528;0.00;0.00
153530;51.00;1.09
153531;1.00;0.55
153532;5.00;0.45
153533;3.00;0.05
153552;0.00;0.00
153589;1.00;0.43
153590;0.00;0.00
153591;8.00;0.89
153592;2.00;0.41
153593;16.00;0.42
153594;0.00;0.00
153595;0.00;0.00
153596;12.00;1.50
153597;1.00;0.22
153598;0.00;0.00
153599;2.00;0.53
153601;4.00;0.56
153602;3.00;0.38
153603;2.00;0.32
153604;2.00;0.38
153605;2.00;0.32
153606;4.00;1.29
153607;0.00;0.00
153608;3.00;1.10
153609;12.00;0.55
153610;16.00;0.67
153611;8.00;0.30
153612;152.00;0.44
153613;36.00;1.17
153614;3.00;0.10
153615;4.00;0.56
153616;5.00;0.60
153617;8.00;0.37
153618;9.00;0.60
153619;1.00;0.65
153620;5.00;0.81
153621;81.00;1.00
153622;18.00;1.06
153623;5.00;0.42
153624;11.00;0.77
153625;0.00;0.00
153626;5.00;0.43
153627;51.00;0.56
153628;9.00;0.75
153643;32.00;1.67
153678;1.00;0.14
153683;30.00;0.62
153684;53.00;0.70
153685;0.00;0.00
153686;0.00;0.00
153687;22.00;0.45
153688;0.00;0.00
153689;71.00;0.98
153690;1.00;0.10
153691;14.00;0.75
153692;8.00;1.13
153693;1.00;0.26
153694;28.00;1.53
153695;2.00;1.14
153696;1.00;0.47
153697;1.00;0.16
153698;4.00;0.57
153699;13.00;0.70
153700;0.00;0.00
153701;3.00;0.29
153702;3.00;0.43
153703;5.00;0.35
153704;10.00;0.55
153705;0.00;0.00
153706;5.00;0.56
153707;0.00;0.00
153708;56.00;0.27
153709;2.00;0.50
153710;5.00;0.26
153711;3.00;0.80
153712;0.00;0.00
153713;78.00;0.37
153714;2.00;0.21
153715;18.00;0.23
153716;1.00;0.24
153717;3.00;0.33
153718;3.00;0.67
153719;2.00;0.46
153720;37.00;0.19
153721;13.00;0.23
153722;0.00;0.00
153740;0.00;0.00
153769;3.00;0.15
153804;3.00;0.43
153850;0.00;0.00
153851;1.00;0.03
154051;0.00;0.00
154085;8.00;0.39
154086;4.00;0.13
154087;6.00;2.53
154088;0.00;0.00
154089;46.00;0.85
154090;38.00;1.14
154091;7.00;0.60
154092;3.00;0.83
154093;10.00;2.16
154094;10.00;0.75
154095;1.00;0.50
154096;17.00;0.63
154097;2.00;0.11
154098;15.00;0.73
154099;59.00;0.78
154100;17.00;0.34
154101;8.00;0.14
154102;62.00;0.53
154103;15.00;0.43
154104;12.00;0.62
154105;0.00;0.00
154106;5.00;0.68
154107;2.00;0.72
154108;6.00;0.59
154109;122.00;0.54
154110;3.00;0.37
154111;1.00;0.15
154113;29.00;0.44
154114;2.00;2.00
154115;66.00;0.43
154116;5.00;1.64
154117;6.00;0.30
154118;0.00;0.00
154119;1.00;0.76
154120;0.00;0.00
154121;2.00;0.27
154122;42.00;0.22
154123;0.00;0.00
154124;2.00;0.19
154125;0.00;0.00
154126;0.00;0.00
154127;2.00;0.99
154128;2.00;1.63
154129;0.00;0.00
154130;4.00;0.55
154131;1.00;0.81
154132;1.00;0.14
154133;5.00;0.38
154134;0.00;0.00
154236;1.00;1.05
154719;2.00;0.31
154722;17.00;0.99
154827;550.00;2.32
154861;15.00;0.31
154867;160.00;0.93
154875;1.00;1.56
155086;5.00;1.88
ya-self-distribution;0.00;0.00
155134;0.00;0.00
155135;3.00;0.31
155139;3.00;0.42
155140;3.00;0.45
155141;0.00;0.00
155142;0.00;0.00
155143;69.00;1.92
155191;0.00;0.00
155194;1.00;0.35
155195;19.00;0.35
155196;2.00;1.94
155197;6.00;0.82
155198;9.00;1.31
155199;20.00;0.38
155200;6.00;1.35
155201;3.00;1.15
155202;2.00;0.08
155203;1.00;0.38
155206;9.00;0.43
155209;22.00;0.26
155211;0.00;0.00
155212;43.00;0.53
155269;0.00;0.00
155356;66.00;0.97
155357;33.00;0.80
155360;5.00;0.32
155361;0.00;0.00
155362;6.00;0.29
155363;0.00;0.00
155364;0.00;0.00
155366;0.00;0.00
155371;12.00;0.44
155372;13.00;0.54
155373;0.00;0.00
155374;6.00;1.05
155375;0.00;0.00
155376;2.00;0.22
155377;3.00;0.20
155378;0.00;0.00
155379;6.00;0.27
155380;0.00;0.00
155381;125.00;0.89
155382;3.00;2.33
155383;30.00;0.74
155384;4.00;0.47
155385;28.00;0.41
155386;5.00;0.91
155387;0.00;0.00
155388;11.00;0.69
155389;10.00;0.87
155390;2.00;0.53
155391;111.00;0.89
155393;0.00;0.00
155394;0.00;0.00
155395;3.00;1.02
155396;11.00;0.60
155397;6.00;1.03
155398;34.00;0.67
155399;2.00;0.38
155400;3.00;0.42
155401;1.00;0.13
155402;0.00;0.00
155403;0.00;0.00
155404;5.00;0.33
155405;0.00;0.00
155406;5.00;0.97
155407;2.00;0.15
155408;1.00;0.15
155409;14.00;0.79
155410;14.00;0.59
155411;0.00;0.00
155412;0.00;0.00
155413;1.00;0.99
155414;2.00;0.28
155415;0.00;0.00
155416;0.00;0.00
155417;16.00;0.42
155418;4.00;1.27
155419;8.00;1.53
155420;1.00;0.18
155421;14.00;0.74
155422;2.00;0.54
155423;0.00;0.00
155424;7.00;1.01
155425;32.00;1.38
155426;3.00;0.20
155427;0.00;0.00
155428;1.00;0.36
155429;1.00;0.09
155430;0.00;0.00
155431;46.00;0.31
155432;4.00;0.76
155433;0.00;0.00
155434;0.00;0.00
155436;0.00;0.00
155437;1.00;0.41
155438;5.00;0.27
155439;2.00;0.40
155440;1.00;0.21
155493;487.00;1.27
155600;17.00;0.52
155602;9.00;0.56
155603;0.00;0.00
155604;0.00;0.00
155605;23.00;1.68
155606;0.00;0.00
155608;0.00;0.00
155609;0.00;0.00
155610;4.00;0.15
155611;11.00;0.95
155612;0.00;0.00
155613;1.00;0.21
155614;0.00;0.00
155615;1.00;0.62
155616;0.00;0.00
155617;3.00;1.21
155618;0.00;0.00
155619;0.00;0.00
155620;32.00;1.78
bittorrent-partner;22.00;2.59
158813;2.00;0.07
158897;1.00;0.18
159113;0.00;0.00
159592;0.00;0.00
160046;138.00;0.57
160047;5.00;1.31
rostpay-rev;1.00;0.32
rostpay-rev;3.00;0.14
rostpay-rev;76.00;0.88
rostpay-rev;0.00;0.00
rostpay-rev;5.00;0.36
rostpay-rev;10.00;0.94
rostpay-rev;27.00;0.25
rostpay-rev;29.00;0.32
rostpay-rev;24.00;0.35
160071;0.00;0.00
160072;12.00;0.70
160073;1.00;0.04
160074;71.00;0.52
160075;55.00;0.60
160076;1.00;0.06
160077;36.00;1.16
160078;6.00;0.19
160079;27.00;0.24
160080;112.00;1.11
160081;2.00;0.04
160082;0.00;0.00
160085;18.00;0.99
160087;2.00;2.00
160088;4.00;0.51
160089;7.00;1.11
samsung-partner;0.00;0.00
162399;4.00;1.33
162652;1.00;1.09
162911;20.00;1.09
163009;21.00;1.37
163119;68.00;2.38
alawar-partner;0.00;0.00
alawar-partner;0.00;0.00
163794;0.00;0.00
163795;1.00;0.36
163796;2.00;0.76
163797;23.00;0.95
163798;0.00;0.00
163799;1.00;0.48
163800;0.00;0.00
163801;2.00;0.29
163802;2.00;2.02
163803;0.00;0.00
163804;0.00;0.00
163805;20.00;0.68
163806;0.00;0.00
163807;20.00;0.30
163808;2.00;0.06
163809;1.00;0.04
163810;2.00;0.21
163811;1.00;0.24
163812;7.00;0.40
163813;7.00;0.17
163814;15.00;0.26
163815;0.00;0.00
163816;2.00;0.16
163820;1.00;0.04
163821;7.00;0.40
163822;0.00;0.00
163823;0.00;0.00
163824;9.00;0.47
163825;10.00;0.15
163826;0.00;0.00
165430;5.00;5.10
165549;0.00;0.00
metabar-partner;0.00;0.00
167418;2.00;0.16
167759;0.00;0.00
167760;0.00;0.00
167761;0.00;0.00
167762;1.00;7.69
167763;0.00;0.00
167764;0.00;0.00
167765;0.00;0.00
167766;0.00;0.00
168434;2.00;0.16
168435;0.00;0.00
168647;1.00;0.81
170108;107.00;3.31
170380;22.00;0.55
170382;0.00;0.00
170383;0.00;0.00
171450;76.00;3.43
171500;0.00;0.00
samsung-partner;0.00;0.00
onlinec-partner;1.00;0.78
175099;0.00;0.00
kaspersky-partner;1.00;0.62
176251;0.00;0.00
vendio-partner;0.00;0.00
htc-partner;0.00;0.00
mobotap-partner;0.00;0.00
mobotap-partner;10.00;2.56
mobotap-partner;1.00;4.35
177550;56.00;0.56
ya-self-distribution;0.00;0.00
vendio-partner;0.00;0.00
ya-self-distribution;5.00;1.81
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
foxtab-partner;28.00;2.24
178838;1.00;0.04
rostpay-rev;2.00;0.94
179695;0.00;0.00
179696;0.00;0.00
180079;0.00;0.00
180105;220.00;2.05
ya-self-distribution;1.00;6.25
180879;155.00;2.40
180984;0.00;0.00
180985;55.00;0.57
183297;7.00;0.11
183298;2.00;0.10
183299;0.00;0.00
183549;28.00;1.17
express-files-dl-partner;4.00;1.85
183675;1.00;0.09
183676;4.00;0.75
183677;9.00;1.21
183678;3.00;0.16
183743;0.00;0.00
windjview-partner;0.00;0.00
184954;0.00;0.00
185053;0.00;0.00
185382;0.00;0.00
185384;0.00;0.00
185385;1.00;0.05
185389;0.00;0.00
185390;0.00;0.00
lightshot;0.00;0.00
185756;2.00;0.19
comodo-partner;9.00;2.83
ya-self-distribution;3.00;2.13
fotostrana-partner;0.00;0.00
ya-self-distribution;5.00;0.46
setitagila-partner;0.00;0.00
ya-self-distribution;1.00;2.94
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;3.00;0.06
186849;0.00;0.00
186851;1.00;0.30
186852;0.00;0.00
186855;0.00;0.00
soft-enot-partner;0.00;0.00
ya-self-distribution;0.00;0.00
dns-partner;0.00;0.00
dns-partner;0.00;0.00
dns-partner;0.00;0.00
freeyoutubeconverter-partner;3.00;3.49
huawei-partner;0.00;0.00
huawei-partner;0.00;0.00
huawei-partner;2.00;3.57
huawei-partner;0.00;0.00
mediaget-partner;27.00;2.00
lg-partner;0.00;0.00
ya-self-distribution;0.00;0.00
opera-com;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;1.00;0.54
reactivephone-partner;0.00;0.00
anvir-rev-partner;0.00;0.00
lovivk-partner;1.00;25.00
rostpay-rev;1.00;4.76
apple-partner;0.00;0.00
fly-meridiantelecom;0.00;0.00
maxthon-partner;0.00;0.00
hauberk-partner;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;8.00;1.45
ya-self-distribution;6.00;1.65
ya-self-distribution;2.00;5.41
moco-custom;0.00;0.00
moco-custom;0.00;0.00
rostpay-rev;0.00;0.00
rostpay-rev;0.00;0.00
msft-partner;0.00;0.00
flylinkdc-partner;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;3.00;3.95
ya-self-distribution;9.00;3.11
rostpay-rev;0.00;0.00
rostpay-rev;0.00;0.00
ya-self-distribution;1.00;1.22
movavi-partner;2.00;1.50
aimp-rev;2.00;28.57
co-working-partner;0.00;0.00
hamstersoft-partner;2.00;1.41
hamstersoft-partner;23.00;2.43
vkontaktedj-partner;1.00;1.06
ya-self-distribution;18.00;1.71
skype-partner;99.00;1.86
mts-partner;11.00;1.69
mediafinder-partner;0.00;0.00
lovivk-partner;2.00;4.00
lovivk-partner;0.00;0.00
freeway-partner;1.00;20.00
rostpay-rev;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
rostpay-rev;0.00;0.00
rostpay-rev;0.00;0.00
ya-self-distribution;17.00;2.67
samsung-partner;0.00;0.00
ya-self-distribution;0.00;0.00
explay-partner;0.00;0.00
explay-partner;1.00;5.56
ya-self-distribution;0.00;0.00
disc-soft-partner;1.00;3.33
disc-soft-partner;0.00;0.00
bittorrent-partner;0.00;0.00
disc-soft-partner;0.00;0.00
dm-partner;0.00;0.00
ergosolors;0.00;0.00
hauberk-partner;0.00;0.00
co-working-partner;0.00;0.00
bittorrent-partner;0.00;0.00
ya-self-distribution;0.00;0.00
alawarcat-partner;0.00;0.00
mediaget-partner;0.00;0.00
mediaget-partner;0.00;0.00
mediaget-partner;0.00;0.00
mediaget-partner;0.00;0.00
aimp-rev;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
lovivk-partner;0.00;0.00
ya-self-distribution;1.00;7.69
onlinec-partner;0.00;0.00
foxtab-partner;0.00;0.00
foxtab-partner;0.00;0.00
hamstersoft-partner;0.00;0.00
vkmusicrev-partner;0.00;0.00
myplay-partner;0.00;0.00
disc-soft-partner;0.00;0.00
200;514.00;3.83
ya-self-distribution;0.00;0.00
savefrom-partner;0.00;0.00
201;47.00;3.76
gretech-japan-partner;0.00;0.00
gretech-japan-partner;0.00;0.00
kareliapro-partner;1.00;1.75
ya-self-distribution;2.00;1.98
drpsu;0.00;0.00
drpsu;0.00;0.00
drpsu;0.00;0.00
ya-self-distribution;0.00;0.00
ucweb-partner;6.00;1.34
ucweb-partner;0.00;0.00
ucweb-partner;3.00;0.43
ya-self-distribution;3.00;1.48
ya-retail-distribution;0.00;0.00
205;14.00;5.41
hamstersoft-partner;2.00;11.11
hamstersoft-partner;0.00;0.00
hamstersoft-partner;0.00;0.00
hamstersoft-partner;0.00;0.00
hamstersoft-partner;0.00;0.00
bittorrent-partner;0.00;0.00
206;69.00;3.99
softwareprojects-partner;0.00;0.00
ya-self-distribution;0.00;0.00
ucweb-partner;0.00;0.00
puffin-partner;2.00;0.76
ya-self-distribution;0.00;0.00
moco-custom;0.00;0.00
acer-partner;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;2.00;2.15
207;2.00;2.41
bittorrent-partner;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
kmplayerrurs-partner;0.00;0.00
kmplayerrurs-partner;0.00;0.00
kmplayerrurs-partner;0.00;0.00
208;46.00;3.48
rostpay-rev;0.00;0.00
opera-com;0.00;0.00
ya-self-distribution;0.00;0.00
ya-self-distribution;0.00;0.00
209;2.00;1.72
ya-self-distribution;3.00;16.67
ya-self-distribution;1.00;5.56
ya-self-distribution;1.00;1.79
ya-self-distribution;0.00;0.00
21;6272.00;3.16
htc-partner;0.00;0.00
mts-partner;0.00;0.00
qip-im;0.00;0.00
qip-im;0.00;0.00
mobotap-partner;0.00;0.00
mobotap-partner;0.00;0.00
maxthon-market;6.00;2.24
maxthon-market;0.00;0.00
lenovo-ecs;0.00;0.00
bb-mob;0.00;0.00
ironsource-partner;0.00;0.00
ironsource-partner;0.00;0.00
ironsource-partner;0.00;0.00
ironsource-partner;0.00;0.00
dns-partner;0.00;0.00
vendio-partner;0.00;0.00
vendio-partner;3.00;16.67
ya-self-distribution;0.00;0.00
ya-retail-distribution;0.00;0.00
hotdownloads-dl-partner;0.00;0.00
ya-self-distribution;5.00;1.48
ya-self-distribution;3.00;2.61
moco-custom;34.00;1.94
moco-custom;0.00;0.00
ya-self-distribution;0.00;0.00
aimp-rev;0.00;0.00
vkontaktedj-partner;3.00;1.59
ya-self-distribution;1.00;2.13
lovivk-partner;2.00;0.81
disc-soft-partner;0.00;0.00
dm-partner;0.00;0.00
nevosoft-rev-partner;2.00;9.09
vksaver-partner;0.00;0.00
borpas-partner;1.00;0.92
ergosolors;0.00;0.00
express-files-dl-partner;0.00;0.00
flylinkdc-partner;1.00;3.33
lightshot;2.00;3.28
setitagila-partner;0.00;0.00
kaspersky-partner;0.00;0.00
mnogoru-mnogoru;0.00;0.00
spl-partner;2.00;40.00
rostpay-rev;0.00;0.00
chemax-rev-partner;0.00;0.00
mediaget-partner;25.00;1.61
ya-self-distribution;2.00;0.57
ya-self-distribution;0.00;0.00
onlinec-partner;0.00;0.00
foxtab-partner;0.00;0.00
hamstersoft-partner;0.00;0.00
vkmusicrev-partner;1.00;0.52
nanoav-partner;0.00;0.00
maxlim-partner;0.00;0.00
myplay-partner;0.00;0.00
movavi-partner;0.00;0.00
disc-soft-partner;0.00;0.00
savefrom-partner;7.00;1.83
gretech-japan-partner;0.00;0.00
ya-self-distribution;0.00;0.00
vklife-partner;0.00;0.00
disc-soft-partner;0.00;0.00
drpsu;0.00;0.00
drpsu;6.00;1.43
windjview-partner;1.00;0.94
adtrustmedia-partner-ru;0.00;0.00
hamstersoft-partner;2.00;2.56
hamstersoft-partner;1.00;0.39
softwareprojects-partner;0.00;0.00
moco-custom;1.00;1.92
alawar-partner;1.00;0.69
alawar-partner;0.00;0.00
softobase-partner;0.00;0.00
ya-self-distribution;1.00;0.75
kmplayerrurs-partner;0.00;0.00
installdaddycis;0.00;0.00
drpsu;8.00;1.32
onlinec-partner;1.00;0.57
co-working-partner;0.00;0.00
qip-im;4.00;2.70
mediahumanrv;0.00;0.00
alexandr-aleinikau;0.00;0.00
performix;3.00;1.84
advego-partner;0.00;0.00
ironsource-partner;5.00;1.08
ironsource-partner;3.00;0.93
ironsource-partner;1.00;3.12
ironsource-partner;0.00;0.00
alexey-cezurity;1.00;3.85
mediaget-partner;0.00;0.00
mediaget-partner;0.00;0.00
savefrom-partner;0.00;0.00
